crn,course,students_count,average_gpa,year,semester,professor
10194,1248,50,3.38,2020,Spring,
32113,1249,487,2.46,2020,Spring,"Gray, C"
62424,1249,61,3.78,2020,Spring,"Murison, J"
32114,1249,310,3.47,2020,Spring,"Ruiz, S"
43877,1250,376,3.06,2020,Spring,"Pierce, L"
43685,1250,296,2.16,2020,Spring,"Pierce, L"
43879,1250,436,2.71,2020,Spring,"Pierce, L"
43878,1250,84,2.14,2020,Spring,"Pierce, L"
54464,1251,114,3.59,2020,Spring,"Newcomb, L"
54465,1251,362,3.91,2020,Spring,"Newcomb, L"
45971,1252,489,2.28,2020,Spring,"Perry, C"
45972,1252,140,2.9,2020,Spring,"Perry, C"
43200,1253,79,3.89,2020,Spring,"Pollock, A"
43201,1253,234,2.15,2020,Spring,"Pollock, A"
32164,1254,107,3.26,2020,Spring,"Underwood, W"
32161,1254,417,2.35,2020,Spring,"Underwood, W"
59138,1255,441,2.17,2020,Spring,"Wright, D"
59137,1255,350,3.59,2020,Spring,"Wright, D"
32235,1256,381,2.31,2020,Spring,"Hansen, J"
32233,1256,130,2.44,2020,Spring,"Hansen, J"
70524,1257,84,2.31,2020,Spring,"Kanter, R"
70523,1257,175,3.38,2020,Spring,"Kanter, R"
43335,1258,254,3.46,2020,Spring,"Oh, R"
43334,1258,180,3.07,2020,Spring,"Oh, R"
44165,1259,486,2.5,2020,Spring,"Mortensen, P"
39291,1259,474,2.53,2020,Spring,"Mortensen, P"
67479,1260,319,3.84,2020,Spring,"Wood, G"
67478,1260,372,3.97,2020,Spring,"Wood, G"
39309,1261,471,2.17,2020,Spring,"Trilling, R"
39310,1261,420,3.11,2020,Spring,"Trilling, R"
32265,1262,440,3.06,2020,Spring,"Markley, R"
39293,1263,212,2.47,2020,Spring,"Loughran, P"
39298,1264,347,3.33,2020,Spring,"Freeburg, C"
39300,1265,71,3.93,2020,Spring,"Beauchamp, T;Paik, A"
44285,1266,401,3.59,2020,Spring,"Ruiz, S"
39658,1267,500,2.4,2020,Spring,"Littlefield, M"
70294,1268,478,2.46,2020,Spring,"Byrd, J"
32290,1269,36,2.59,2020,Spring,"Capino, J"
45985,1269,92,3.73,2020,Spring,"Basu, M"
56044,1270,139,2.89,2020,Spring,"Duncan, R"
34667,1271,325,3.18,2020,Spring,"Andruczyk, D"
34624,1271,264,2.73,2020,Spring,"Andruczyk, D"
10084,1272,396,3.56,2020,Spring,
63305,1273,302,3.64,2020,Spring,"Guest, J;Khanna, M;Rodriguez, M"
33539,1274,195,2.85,2020,Spring,"Altaner, S;Campe, C"
33540,1274,319,3.26,2020,Spring,"Altaner, S"
33537,1274,131,2,2020,Spring,"Altaner, S;Campe, C"
33538,1274,321,3.48,2020,Spring,"Altaner, S"
39490,1275,430,3.96,2020,Spring,"Harmon-Threatt, A;Perrin-Stowe, T"
39494,1275,381,2.03,2020,Spring,"Capel, S;Harmon-Threatt, A"
47629,1275,394,3.37,2020,Spring,"Capel, S;Harmon-Threatt, A"
39487,1275,468,2.58,2020,Spring,"Harmon-Threatt, A"
39498,1275,394,4,2020,Spring,"Harmon-Threatt, A;Perrin-Stowe, T"
39500,1275,75,2.02,2020,Spring,"Capel, S;Harmon-Threatt, A"
47630,1275,319,3.75,2020,Spring,"Capel, S;Harmon-Threatt, A"
39495,1275,143,3.44,2020,Spring,"Harmon-Threatt, A"
39288,1275,301,3.48,2020,Spring,"Harmon-Threatt, A"
39289,1275,344,2.22,2020,Spring,"Harmon-Threatt, A;Perrin-Stowe, T"
39290,1275,99,3.71,2020,Spring,"Capel, S;Harmon-Threatt, A"
47482,1275,27,2.77,2020,Spring,"Capel, S;Harmon-Threatt, A"
63317,1276,182,2.69,2020,Spring,"Cai, X;Green, E"
63315,1276,491,3.23,2020,Spring,"Cai, X;Green, E"
63316,1276,80,2.42,2020,Spring,"Cai, X;Green, E"
32332,1277,372,3.47,2020,Spring,"Rice, P"
70806,1277,97,3.47,2020,Spring,"Kucera, M"
70805,1277,457,3.67,2020,Spring,"Kucera, M"
46183,1278,128,2.35,2020,Spring,"Roegman, R"
67372,1278,22,3.26,2020,Spring,"Roegman, R"
62703,1278,240,3.81,2020,Spring,"Roegman, R"
41430,1279,51,2.09,2020,Spring,"Herrmann, M"
60702,1280,86,3.34,2020,Spring,"Herrmann, M"
64956,1281,411,2.15,2020,Spring,"Alexander, S;Budzyn, M"
55837,1281,183,3.67,2020,Spring,"Krause, D"
32337,1281,392,3.92,2020,Spring,"Alexander, S;Budzyn, M"
63968,1282,194,3.85,2020,Spring,"Welton, A"
63938,1282,416,2.55,2020,Spring,"Dixson, A"
70971,1282,454,2.09,2020,Spring,"Welton, A"
64358,1282,164,2.27,2020,Spring,"Dixson, A"
39397,1283,318,2.37,2020,Spring,"Rice, P"
32335,1284,113,3.16,2020,Spring,"Fuller-Hamilton, A"
63991,1284,171,2.3,2020,Spring,"Porreca, K"
46567,1284,461,2.87,2020,Spring,"Herrmann, M"
70170,1285,332,3.33,2020,Spring,"Alexander, S;Budzyn, M"
70642,1285,199,2.3,2020,Spring,"Alexander, S;Budzyn, M"
43178,1286,459,3.52,2020,Spring,"Rice, P"
54484,1287,267,2.2,2020,Spring,"Huang, W;Mohd Hajaraih, S"
65588,1288,267,3.95,2020,Spring,"Owens, D;Perkins-Williams, R;Porter Rallins, J;Roegman, R"
59484,1288,318,3.79,2020,Spring,"Owens, D;Perkins-Williams, R;Porter Rallins, J;Roegman, R"
69073,1288,459,2.43,2020,Spring,"Owens, D;Perkins-Williams, R;Porter Rallins, J;Roegman, R"
39407,1289,29,2.26,2020,Spring,"Jankowski, N"
48906,1290,251,2.09,2020,Spring,"Hood, D"
39405,1291,42,2.23,2020,Spring,"Bear, J;Lee, S"
69402,1291,416,2.47,2020,Spring,"Bear, J;Lee, S"
65789,1292,435,2.87,2020,Spring,"Ahn, J"
65790,1292,449,2.28,2020,Spring,"Ahn, J"
64139,1292,147,3.73,2020,Spring,"Ahn, J"
64333,1292,166,3.35,2020,Spring,"Ahn, J"
65415,1293,166,3.24,2020,Spring,"Hood, D"
31631,1294,66,3.08,2020,Spring,"Amato, N;Rauchwerger, L"
31658,1294,255,2.97,2020,Spring,"Zilles, C"
54573,1294,134,2.68,2020,Spring,"Beckman, M;Chen, Y;Johnson, B"
31634,1294,158,2.49,2020,Spring,"Xu, T"
31644,1294,236,3.27,2020,Spring,"Kloeckner, A"
40248,1294,445,3.11,2020,Spring,"Kalim, F"
18085,1294,367,3.86,2020,Spring,"Del Real Viramontes, J"
70166,1295,481,3.86,2020,Spring,"Thorstensson Davila, L"
70165,1295,252,3.12,2020,Spring,"Thorstensson Davila, L"
70560,1296,36,3.97,2020,Spring,"Bear, J;Lee, S"
70167,1297,489,3.51,2020,Spring,"Dixson, A"
63531,1298,317,3.13,2020,Spring,"Dyson, A"
70156,1298,179,3.85,2020,Spring,"Hopson, R"
70868,1299,288,2.94,2020,Spring,"Hood, D;Pak, Y"
70812,1299,149,3.49,2020,Spring,"Thorstensson Davila, L"
70814,1299,337,3.2,2020,Spring,"Cope, W;Kalantzis, M"
70809,1299,257,3.34,2020,Spring,"Cope, W;Kalantzis, M"
70869,1300,131,3.85,2020,Spring,"Hood, D;Pak, Y"
71083,1300,352,3.16,2020,Spring,"Kang, H"
70813,1300,313,3.55,2020,Spring,"Thorstensson Davila, L"
70886,1300,21,3.2,2020,Spring,"Cope, W;Kalantzis, M"
70816,1300,35,3.82,2020,Spring,"Cope, W;Kalantzis, M"
70966,1301,415,3.53,2020,Spring,"Hood, D;Pak, Y"
70810,1301,423,3.21,2020,Spring,"Witt, M"
70888,1301,44,2.61,2020,Spring,"Cope, W;Kalantzis, M"
70887,1301,320,3.25,2020,Spring,"Cope, W;Kalantzis, M"
33007,1302,167,3.56,2020,Spring,"Adeyemo, A;Akande, I;Tate, P"
33060,1303,283,3.96,2020,Spring,"Adeyemo, A;Akande, I"
58114,1304,251,3.25,2020,Spring,"Cope, W"
43746,1305,487,3.44,2020,Spring,"Kang, H;Nam, Y"
47459,1305,474,3.74,2020,Spring,"Witt, S"
62826,1306,351,3.9,2020,Spring,"Dhillon, P;Evans, M;Herman, T"
67585,1306,226,3.92,2020,Spring,"Dhillon, P;Evans, M;Herman, T"
69074,1306,141,3.44,2020,Spring,"Dhillon, P;Evans, M;Herman, T"
70672,1307,133,3.89,2020,Spring,"Francis, K;Kalantzis, M;Mattingly, S;Tzirides, A"
70566,1307,23,3.18,2020,Spring,"Francis, K;Kalantzis, M;Mattingly, S;Tzirides, A"
65679,1308,464,3.96,2020,Spring,"Cope, W;Francis, K;Mattingly, S;Tzirides, A"
64318,1308,32,2.92,2020,Spring,"Cope, W;Francis, K;Mattingly, S;Tzirides, A"
69066,1309,340,3.12,2020,Spring,"McCarthy, C;Ogwal, S;Pickett, A"
69065,1309,110,3.86,2020,Spring,"McCarthy, C;Ogwal, S;Pickett, A"
69067,1309,401,3.85,2020,Spring,"McCarthy, C;Ogwal, S;Pickett, A"
69068,1309,323,3.15,2020,Spring,"McCarthy, C;Ogwal, S;Pickett, A"
65681,1310,387,2.62,2020,Spring,"Francis, K;Kalantzis, M;Mattingly, S;Tzirides, A"
65680,1310,340,2.96,2020,Spring,"Francis, K;Kalantzis, M;Mattingly, S;Tzirides, A"
64988,1311,153,2.89,2020,Spring,"McCarthy, C"
62636,1312,232,2.22,2020,Spring,"Herman, T;Witt, M"
69075,1312,192,3.17,2020,Spring,"Herman, T;Witt, M"
65687,1312,417,2.94,2020,Spring,"Herman, T;Witt, M"
70168,1313,225,2.22,2020,Spring,"Trent, W"
52357,1314,465,2.47,2020,Spring,"Beauchamp, T;Paik, A"
33115,1314,106,3.8,2020,Spring,"Dyson, A"
47931,1314,454,2.07,2020,Spring,"Barnett, B"
33118,1314,371,2.1,2020,Spring,"Brown, R"
47135,1314,434,3.48,2020,Spring,"Castillo, N"
33107,1314,162,2.53,2020,Spring,"Del Real Viramontes, J"
52325,1314,95,3.89,2020,Spring,"Adeyemo, A"
33940,1315,173,3.76,2020,Spring,"Ruedas-Gracia, N"
33930,1316,114,3.43,2020,Spring,"Landrum-Brown, J"
69983,1317,338,2.85,2020,Spring,"Garfinkel, K;Landrum-Brown, J;Minarik, J;Moore, E"
50841,1317,476,2.85,2020,Spring,"Carter, A;Landrum-Brown, J;Minarik, J"
58703,1317,445,3.95,2020,Spring,"Davenport, T;Jones, N;Landrum-Brown, J;Minarik, J"
50831,1317,108,2.19,2020,Spring,"Cross, J;Holtapp, H;Landrum-Brown, J;Minarik, J"
50835,1317,363,2.86,2020,Spring,"Landrum-Brown, J;Minarik, J;Sandler, C;Williams-Dobosz, D"
50836,1317,45,3.18,2020,Spring,"Bidner, S;Deterding, R;Landrum-Brown, J;Minarik, J"
50837,1317,416,2.03,2020,Spring,"Landrum-Brown, J;Minarik, J;Young, C"
71261,1318,412,3.6,2020,Spring,"Colbert, C;Lesmes Palacios, D"
33948,1318,284,3.82,2020,Spring,"Colbert, C;Youn, J"
59701,1318,255,3.96,2020,Spring,"Colbert, C;Youn, J"
71273,1318,186,3.96,2020,Spring,"Colbert, C"
33952,1318,171,3.91,2020,Spring,"Colbert, C;Lesmes Palacios, D"
71262,1318,351,2.7,2020,Spring,"Colbert, C;Rhoades, K"
62229,1319,318,2.21,2020,Spring,"Davies Brenier, L;Marquess, B;Price, R"
62230,1319,178,2.78,2020,Spring,"Davies Brenier, L;Marquess, B;Price, R"
62206,1319,345,3.81,2020,Spring,"Davies Brenier, L;Marquess, B;Price, R"
62207,1319,438,3.87,2020,Spring,"Davies Brenier, L;Marquess, B;Price, R"
34150,1320,128,3.75,2020,Spring,"Christianson, K"
34151,1320,230,3.49,2020,Spring,"Christianson, K"
52959,1320,144,3.48,2020,Spring,"Christianson, K"
37430,1321,467,2.06,2020,Spring,"McConney, M"
37426,1321,140,2.68,2020,Spring,"McConney, M"
37420,1321,123,3.94,2020,Spring,"McConney, M"
37417,1321,129,2.55,2020,Spring,"McConney, M"
39520,1322,406,3.94,2020,Spring,"Cope, W;Francis, K;Mattingly, S;Tzirides, A"
60879,1322,254,2.05,2020,Spring,"Cope, W;Francis, K;Mattingly, S;Tzirides, A"
68267,1322,61,2.11,2020,Spring,"Cope, W;Francis, K;Mattingly, S;Tzirides, A"
34321,1323,234,2.13,2020,Spring,"Kinderman, L"
60356,1323,324,2.74,2020,Spring,"Kinderman, L"
39932,1324,193,3.51,2020,Spring,"Kinderman, L"
40008,1324,297,2.69,2020,Spring,"Kinderman, L"
70159,1325,196,3.51,2020,Spring,"Stine-Morrow, E"
63355,1325,324,3.5,2020,Spring,"Stine-Morrow, E"
34324,1326,394,3.43,2020,Spring,"Goodnight, M"
55700,1327,233,3.87,2020,Spring,"Li, X"
49408,1328,387,3.96,2020,Spring,"Ogunfemi, N"
54341,1328,95,3.28,2020,Spring,"Napolitano, C"
49500,1328,120,2.42,2020,Spring,"Napolitano, C"
10047,1329,309,2.81,2020,Spring,
43646,1330,184,2.37,2020,Spring,"Neville, H"
34329,1331,333,2.39,2020,Spring,"Khuri, M"
34331,1331,440,2.64,2020,Spring,"Khuri, M"
66675,1332,160,3.76,2020,Spring,"Morrow, D"
66676,1332,340,3.22,2020,Spring,"Morrow, D"
70181,1333,363,3.49,2020,Spring,"Tissenbaum, M"
62063,1334,222,2.49,2020,Spring,"Rounds, J"
37639,1334,417,2.53,2020,Spring,"Rounds, J"
39943,1335,203,2.06,2020,Spring,"Hu, M;Xia, Y"
40010,1335,331,2.77,2020,Spring,"Hu, M;Xia, Y"
52611,1336,423,3.54,2020,Spring,"Kern, J"
52612,1336,124,2.62,2020,Spring,"Kern, J"
44288,1337,140,3.84,2020,Spring,"Anderson, C"
44614,1337,276,2.1,2020,Spring,"Anderson, C"
44616,1337,151,3.68,2020,Spring,"Anderson, C"
34360,1338,129,2.49,2020,Spring,"Kinderman, L"
53540,1338,439,3.37,2020,Spring,"Lane, H"
62820,1338,392,2.56,2020,Spring,"Brown, T;Hegeman, K;Rauch Maupin, J;Roberts, W"
34335,1338,485,2.99,2020,Spring,"Napolitano, C"
34341,1338,396,3.55,2020,Spring,"Anderson, C"
56056,1338,224,3.23,2020,Spring,"Anderson, C"
58775,1338,56,3.55,2020,Spring,"Zhang, J"
60874,1338,431,2.89,2020,Spring,"Hopson, R"
34354,1338,426,2.56,2020,Spring,"Cromley, J"
34336,1338,257,3.24,2020,Spring,"Jiang, G"
46209,1338,42,2.8,2020,Spring,"Lane, H"
64367,1338,322,3.89,2020,Spring,"Collins, K;Yosai, E"
66146,1338,345,3.39,2020,Spring,"Collins, K;Yosai, E"
34352,1338,252,2.48,2020,Spring,"Cromley, J"
34356,1338,97,3.36,2020,Spring,"Neville, H"
34339,1338,414,2.85,2020,Spring,"Napolitano, C"
10380,1339,499,3.58,2020,Spring,
10090,1339,452,2.9,2020,Spring,
47934,1339,468,3.54,2020,Spring,"Wolowiec-Fisher, K"
39653,1339,244,2.7,2020,Spring,"Wolowiec-Fisher, K"
54793,1340,259,3.74,2020,Spring,"Shukla, T"
54794,1340,146,2.99,2020,Spring,"Shukla, T"
54795,1340,350,3.09,2020,Spring,"Shukla, T"
54792,1340,191,2.9,2020,Spring,"Cienciala, P"
33301,1340,212,3.41,2020,Spring,"Cienciala, P"
33267,1340,105,2.81,2020,Spring,"Shukla, T"
33292,1340,268,3.97,2020,Spring,"Shukla, T"
33295,1340,430,2.13,2020,Spring,"Shukla, T"
63300,1341,191,3.36,2020,Spring,"Chang, C;Pettijohn, J;Xiao, H"
63282,1341,387,3.73,2020,Spring,"Chang, C;Pettijohn, J;Xiao, H"
58856,1342,325,2.55,2020,Spring,"Adovor Tsikudo, A;Liu, D"
58742,1342,51,3.12,2020,Spring,"Adovor Tsikudo, A;Liu, D"
61955,1343,423,2.74,2020,Spring,"Campe, C;Chang, C;Cole, T;Wyman, D;Xiao, H;Yang, Y"
61954,1343,80,2.98,2020,Spring,"Campe, C;Chang, C;Cole, T;Wyman, D;Xiao, H;Yang, Y"
54829,1344,480,3.34,2020,Spring,"Christie, M;Wyman, D"
46622,1344,315,3.35,2020,Spring,"Christie, M;Wyman, D"
46625,1344,318,3.44,2020,Spring,"Christie, M;Wyman, D"
54832,1345,57,3.13,2020,Spring,"Bruckel, K;Stewart, M"
54833,1345,384,2.18,2020,Spring,"Bruckel, K;Stewart, M"
54831,1345,240,2.7,2020,Spring,"Stewart, M"
49201,1345,82,2.9,2020,Spring,"Bruckel, K;Stewart, M"
49202,1345,225,3.57,2020,Spring,"Bruckel, K;Stewart, M"
49203,1345,309,2.24,2020,Spring,"Stewart, M"
54796,1346,90,3.85,2020,Spring,"Adovor Tsikudo, A;Mamer, E"
33345,1346,177,3.36,2020,Spring,"Adovor Tsikudo, A;Mamer, E"
54797,1347,155,3.88,2020,Spring,"Best, J"
51509,1347,209,3.53,2020,Spring,"Best, J"
69951,1348,266,3.3,2020,Spring,"Wilson, D"
68574,1348,217,3.93,2020,Spring,"Wilson, D"
58559,1349,116,3.23,2020,Spring,"Sivapalan, M"
56045,1349,103,3.25,2020,Spring,"Cole, T"
58562,1349,319,3.85,2020,Spring,"Sivapalan, M"
57809,1349,244,2.51,2020,Spring,"Cole, T"
58560,1349,455,3.61,2020,Spring,"Sivapalan, M"
57681,1349,334,2.51,2020,Spring,"Cole, T"
54835,1350,429,2.84,2020,Spring,"Altaner, S;Yang, Y"
54834,1350,462,2.82,2020,Spring,"Altaner, S"
33535,1350,280,2.72,2020,Spring,"Altaner, S;Yang, Y"
33536,1350,34,2.89,2020,Spring,"Altaner, S"
54799,1351,483,3.36,2020,Spring,"Liebersohn, B"
54800,1351,187,2.94,2020,Spring,"Liebersohn, B"
54798,1351,323,3.69,2020,Spring,"Kashem, M"
62098,1351,267,3.99,2020,Spring,"Li, X;Winata, F"
62097,1351,344,3.16,2020,Spring,"Li, X;Winata, F"
44647,1351,275,3.35,2020,Spring,"Kashem, M"
51292,1351,45,2.61,2020,Spring,"Liebersohn, B"
51293,1351,433,2.53,2020,Spring,"Liebersohn, B"
61528,1352,374,2.62,2020,Spring,"Kashem, M"
61523,1352,190,3.67,2020,Spring,"Kashem, M"
54841,1353,361,2.25,2020,Spring,
65614,1354,132,2.59,2020,Spring,"Cidell, J"
65575,1354,219,2.42,2020,Spring,"Cidell, J"
48992,1354,99,3.75,2020,Spring,"Cidell, J"
48993,1354,107,3.64,2020,Spring,"Cidell, J"
63051,1355,76,2.2,2020,Spring,"Faivre, S;Franks, S;Young, J"
47488,1355,68,2.46,2020,Spring,"Faivre, S;Franks, S;Pennell, J"
33119,1355,241,3.15,2020,Spring,"Faivre, S;Franks, S;Zhang, J"
33121,1355,117,3.73,2020,Spring,"Faivre, S;Franks, S;Young, J"
63052,1355,329,2.1,2020,Spring,"Faivre, S;Franks, S;Young, J"
47489,1355,254,2.65,2020,Spring,"Faivre, S;Franks, S;Pennell, J"
33147,1355,123,3.79,2020,Spring,"Faivre, S;Franks, S;Zhang, J"
33149,1355,489,2.7,2020,Spring,"Faivre, S;Franks, S;Young, J"
61320,1356,365,2.59,2020,Spring,"Dunse, A;Faivre, S"
69176,1356,389,3.65,2020,Spring,"Faivre, S;Nierenhausen, M"
60647,1357,438,3.3,2020,Spring,"Cavazos, I;Faivre, S"
60648,1357,434,2.65,2020,Spring,"Faivre, S;Kir, F"
60649,1357,109,2.06,2020,Spring,"Faivre, S;Houston, A"
60650,1357,168,2.23,2020,Spring,"Carroll Curry, E;Faivre, S"
60651,1357,453,2.2,2020,Spring,"Faivre, S;Prentice, J"
60652,1357,211,2.1,2020,Spring,"Faivre, S;Huang, J"
60653,1357,44,2.19,2020,Spring,"Faivre, S;Walters, F"
60654,1357,491,2.91,2020,Spring,"Dees, J;Faivre, S"
60663,1357,484,2.45,2020,Spring,"Faivre, S;Walters, F"
60656,1357,51,3.7,2020,Spring,"Chen, X;Faivre, S"
60657,1357,426,3.46,2020,Spring,"Ahn, E;Faivre, S"
67513,1357,203,2.83,2020,Spring,"Faivre, S;Vazquez, L"
67514,1357,480,3.02,2020,Spring,"Faivre, S;Jones, M"
67516,1357,445,3.86,2020,Spring,"Faivre, S;Ryan, E"
69178,1357,350,3.95,2020,Spring,"Faivre, S;Lopez, E"
69179,1357,49,3.35,2020,Spring,"Bowen, M;Faivre, S"
69180,1357,465,3.14,2020,Spring,"Chuang, P;Faivre, S"
59118,1358,299,2.45,2020,Spring,"Faivre, S;Kotnarowski, J"
59120,1358,178,2.99,2020,Spring,"Dold, C;Faivre, S"
33125,1358,225,3.92,2020,Spring,"Dold, C;Faivre, S"
50999,1358,481,2.92,2020,Spring,"Dunn, F;Faivre, S"
51001,1358,206,3.61,2020,Spring,"Abdar, O;Faivre, S"
51002,1358,361,2.91,2020,Spring,"Faivre, S;Kotnarowski, J"
55439,1358,342,2.79,2020,Spring,"Faivre, S;Schroeder, R"
58213,1358,285,2.94,2020,Spring,"Chung, R;Faivre, S"
59108,1358,164,2.17,2020,Spring,"Faivre, S;Jang, T"
59112,1358,253,2.31,2020,Spring,"Faivre, S;Kashina, T"
59113,1358,101,3.47,2020,Spring,"Faivre, S;Sanabria Veaz, K"
33139,1359,366,2.78,2020,Spring,"Faivre, S;Franks, S;Zalesov, S"
64514,1359,239,2.84,2020,Spring,"Faivre, S;Franks, S;Gent, H"
41980,1360,100,3.95,2020,Spring,"Faivre, S;Franks, S;Miller, C"
33144,1360,336,2.75,2020,Spring,"Faivre, S;Franks, S;Sims, L"
47661,1360,302,3.8,2020,Spring,"Faivre, S;Franks, S;Sims, L"
54687,1361,158,3.64,2020,Spring,"Faivre, S;Franks, S;Prentice, J"
58006,1361,320,2.23,2020,Spring,"Faivre, S;Franks, S;Miszoglad, E"
61151,1361,104,2.99,2020,Spring,"Faivre, S;Franks, S;Prentice, J"
67525,1361,135,3.19,2020,Spring,"Faivre, S;Franks, S;Miszoglad, E"
67527,1362,366,2.94,2020,Spring,"Dunse, A;Faivre, S"
71129,1362,397,2.74,2020,Spring,"Dunse, A;Faivre, S"
67530,1363,293,2.79,2020,Spring,"Faivre, S;Oyama, T"
67532,1363,326,3.89,2020,Spring,"Butler-Auld, H;Faivre, S"
67534,1363,454,2.07,2020,Spring,"Faivre, S;Williams, B"
67537,1363,127,3.61,2020,Spring,"Cooper, L;Faivre, S"
67528,1363,430,2.4,2020,Spring,"Faivre, S;Miszoglad, E"
67529,1363,344,2.38,2020,Spring,"Faivre, S;Zalesov, S"
67531,1363,116,2.8,2020,Spring,"Faivre, S;Zalesov, S"
67533,1363,317,3.84,2020,Spring,"Dold, C;Faivre, S"
68183,1363,213,2.46,2020,Spring,"Avci, A;Faivre, S"
67541,1363,274,2,2020,Spring,"Faivre, S;Walters, F"
67538,1363,311,3.17,2020,Spring,"Bowen, M;Faivre, S"
67539,1363,409,2.6,2020,Spring,"Bowen, M;Faivre, S"
69765,1364,237,2.61,2020,Spring,"Faivre, S;Kotnarowski, J"
67544,1365,304,2.41,2020,Spring,"Dalton, T;Faivre, S"
67545,1365,103,2.62,2020,Spring,"Faivre, S;Gorgone, A"
67546,1365,162,3.81,2020,Spring,"Faivre, S;Young, J"
67547,1365,448,3.45,2020,Spring,"Coskun Kunduz, A;Faivre, S"
67543,1365,36,3.1,2020,Spring,"Faivre, S;Huang, J"
68193,1365,401,3.08,2020,Spring,"Bishop, H;Faivre, S"
69181,1365,215,3.64,2020,Spring,"Faivre, S;Huang, J"
69182,1365,465,3.15,2020,Spring,"Carroll Curry, E;Faivre, S"
69183,1365,399,3.43,2020,Spring,"Carroll Curry, E;Faivre, S"
69643,1365,233,3.5,2020,Spring,"Bishop, H;Faivre, S"
69736,1365,431,3.55,2020,Spring,"Bishop, H;Faivre, S"
67549,1366,305,2.32,2020,Spring,"Faivre, S;Rosado, C"
67550,1366,351,3.72,2020,Spring,"Faivre, S;Rosado, C;Sims, L"
67551,1367,134,2.35,2020,Spring,"Faivre, S;Rosado, C;Sims, L"
68229,1367,75,2.07,2020,Spring,"Faivre, S;Rosado, C"
69125,1368,289,3.06,2020,Spring,"Zhong, W"
69126,1368,184,2.55,2020,Spring,"Zhong, W"
69127,1368,466,3.18,2020,Spring,"Zhong, W"
69119,1368,281,3.62,2020,Spring,"Zhong, W"
60688,1369,434,3.55,2020,Spring,"Rota, E"
60689,1369,237,2.59,2020,Spring,"Rota, E"
60693,1369,21,3.26,2020,Spring,"Rota, E"
60692,1369,246,2.36,2020,Spring,"Rota, E"
60691,1369,180,2.66,2020,Spring,"Rota, E"
60690,1369,83,2.21,2020,Spring,"Rota, E"
60801,1370,484,2.23,2020,Spring,"Pintar, J"
60800,1370,261,2.67,2020,Spring,"Pintar, J"
60766,1371,124,2.31,2020,Spring,"Larson, J"
51676,1372,446,3.19,2020,Spring,"Kourtikakis, K"
61005,1373,273,3.13,2020,Spring,
69387,1374,132,3.36,2020,Spring,"Briggs, M"
67765,1375,193,3.89,2020,Spring,"Freeburg, C;Rivera, M;Silvers, M"
60868,1375,275,2.5,2020,Spring,"Chaplin, T;Johnston, P;Rivera, M"
60869,1375,316,2.62,2020,Spring,"Collins, J;Rivera, M;Robinson, V"
60872,1375,141,2.86,2020,Spring,"Mehrtens, B;Morrissette, J;Rivera, M"
60871,1375,206,3.15,2020,Spring,"Benson, E;Burgos, A;Rivera, M"
65138,1376,332,3.97,2020,Spring,"Chiaramonte, L"
32515,1377,116,2.09,2020,Spring,"Gardner, Z"
60404,1378,103,3.57,2020,Spring,"Dyer, M"
32518,1378,301,3.22,2020,Spring,"Dyer, M"
32519,1378,47,2.99,2020,Spring,"Dyer, M"
51083,1378,321,3.17,2020,Spring,"Dyer, M"
43818,1379,468,3.73,2020,Spring,"Perkins, S"
43820,1379,398,3.79,2020,Spring,"Davis, J"
32594,1380,465,2.51,2020,Spring,"Smith, M"
32602,1380,383,2.61,2020,Spring,"Spencer, X"
32598,1380,155,3.05,2020,Spring,"Peters, S"
40578,1380,32,3.09,2020,Spring,"Smith, M"
39481,1380,376,3.39,2020,Spring,"Marcinkowski, M"
32599,1380,51,2.96,2020,Spring,"Spencer, X"
32611,1381,450,3.49,2020,Spring,"Fonseca, J"
40884,1381,446,3.38,2020,Spring,"Kronlund, M"
44635,1381,83,2.96,2020,Spring,"Wu, Y"
40593,1381,107,3.94,2020,Spring,"Wu, Y"
32613,1381,43,2.65,2020,Spring,"Wu, Y"
32614,1381,367,3.87,2020,Spring,"Xu, Q"
49206,1381,190,2.19,2020,Spring,"Kronlund, M"
55580,1382,465,2.76,2020,Spring,"Raskie, S"
62414,1383,265,2.09,2020,Spring,"Metzger, R"
65594,1383,399,2.71,2020,Spring,"Metzger, R"
65039,1384,61,3.86,2020,Spring,"Excell, R;Murphy, M;Raskie, S"
55578,1385,366,3.48,2020,Spring,"Silva, D"
55575,1385,419,3.87,2020,Spring,"Yang, X"
55576,1385,162,3.89,2020,Spring,"Yang, X"
32651,1386,270,3.27,2020,Spring,"Peterson, P"
62218,1387,123,2.45,2020,Spring,"Kargar, M"
43778,1387,115,3.61,2020,Spring,"Kargar, M"
53199,1388,236,2.89,2020,Spring,"Ambrose, D"
62374,1388,220,3.96,2020,Spring,"Ambrose, D"
32653,1389,344,3.1,2020,Spring,"Excell, R"
58599,1390,86,3.47,2020,Spring,"Peters, S"
32621,1391,229,3.7,2020,Spring,"Krueger, G"
32617,1391,405,3.81,2020,Spring,"Krueger, G"
32623,1391,24,3.9,2020,Spring,"Krueger, G"
32619,1391,443,2.98,2020,Spring,"Krueger, G"
32633,1392,114,2.84,2020,Spring,"McChristian, L"
32636,1392,433,2.81,2020,Spring,"McChristian, L"
51221,1393,180,3.55,2020,Spring,"Reif, J"
51222,1393,472,3.6,2020,Spring,"Reif, J"
